conglome,vivienda,hogar,codperso,ocupinf_t1,ocupinf_t2,sexo,edad,estadocivil,tuvotrabajo,categoria_trabajador,trabajopara,registrosunat,cuentassunat,tipocontrato,numpersonastrabajo,tuvootrotrabajo,normtrabaja,horas_normtrabaja,disponiblehorastrabajar,deseaotrotrabajo,antepasadosconsidera,perteneceindig,lenguamaterna,niveleduc,asiste_educ,usointernet,viviadistrito,padece_enfer,sintoma_malestar,enfermedad,recaida,accidente,notuvoenf,essalud,seguroprivado,eps,seguroffaa,sis,tipovivienda,materialparedes,materialpisos,materialtechos,habitaciones,habitacionesdormir,vivienda_status,viviendatitulo,agua_procedencia,agua_potable,conexionsshh,electricidad,celular,internet,personas_ingresos,personas_hogar,pobreza,periodo,status_inf,tiempotrabajo,alquiler,horastotales_sempasada,ingtrabw
007884,122,11,04,2,2,2,36,1,1,2,99,2,2,99,1,1,1,30,2,2,6,1,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,5,4,2,1,1,1,1,1,1,1,7,10,3,2017-2018,0,2,3000,30,18313
007884,122,11,05,2,2,1,37,1,1,3,6,1,1,2,4,2,1,44,2,2,8,3,4,8,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,5,4,2,1,1,1,1,1,1,1,7,10,3,2017-2018,0,2,3000,44,18043
007884,122,11,08,2,2,2,31,1,1,3,6,1,1,2,1,2,1,40,2,2,7,3,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,1,1,5,4,2,1,1,1,1,1,1,1,7,10,3,2017-2018,0,.25,3000,40,26727
007884,122,11,09,2,2,1,31,1,1,3,6,1,1,1,4,2,1,44,2,2,8,3,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,1,1,5,4,2,1,1,1,1,1,1,1,7,10,3,2017-2018,0,4,3000,44,26919
007885,032,11,01,2,1,1,58,1,1,3,6,1,1,2,1,1,1,46,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,0,2,3,3,2017-2018,1,.83333331,1200,46,28632
007885,098,11,01,2,2,1,65,2,1,2,99,2,2,99,1,1,1,40,2,2,7,3,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,1,1,6,4,1,99,1,1,1,1,1,1,3,3,3,2017-2018,0,20,1500,40,104586
007885,111,11,02,2,2,2,53,6,1,3,6,1,1,1,3,2,1,40,2,2,6,2,4,10,2,1,1,1,0,1,0,0,0,2,1,2,2,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,20,1200,40,59768
007885,137,11,03,2,2,1,30,6,1,1,99,2,1,99,1,1,1,40,2,2,6,1,4,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,6,1000,40,21032.934
007887,001,11,03,2,2,2,39,6,1,3,6,1,1,1,5,2,1,54,2,2,6,2,4,6,2,1,1,1,0,0,1,0,0,2,1,1,2,2,1,1,1,1,7,6,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,20,2500,54,44235
007887,035,11,01,2,2,1,46,2,1,3,6,1,1,2,5,2,1,50,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,3,1,4,3,4,1,1,1,1,1,1,0,1,4,3,2017-2018,0,3,3500,50,41823
007896,013,11,01,2,2,1,48,1,1,4,6,1,1,2,1,2,1,48,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,6,99,1,1,1,2,1,1,1,4,3,2017-2018,0,20,600,48,27064
007896,097,22,02,2,2,2,39,1,1,3,6,1,1,2,4,2,1,48,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,,,,,,,6,99,1,1,1,2,1,0,2,5,2,2017-2018,0,2,200,48,20152
007896,118,11,01,2,2,2,53,3,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,1,1,4,3,6,99,1,1,1,2,1,1,1,3,3,2017-2018,0,8,500,30,19021
007896,160,11,02,2,1,2,30,1,1,2,99,2,2,99,1,2,1,44,2,2,7,2,4,6,2,1,1,2,0,1,0,0,0,1,2,2,2,2,4,1,5,1,2,2,1,99,2,1,2,1,1,1,1,3,3,2017-2018,1,1,400,44,25710
007900,058,11,01,2,2,1,36,1,1,4,6,1,1,7,3,2,1,48,1,,6,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,4,99,1,1,1,1,3,5,3,2017-2018,0,13,700,48,44873
007904,042,11,03,2,2,2,59,6,1,4,2,99,99,1,5,2,2,45,2,2,6,2,4,6,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,7,5,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,30,800,24,18855
007904,056,11,03,2,2,1,23,6,1,3,6,1,1,2,2,2,2,40,2,1,6,2,4,8,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,9,5,4,6,4,2,1,1,1,1,2,1,1,4,8,3,2017-2018,0,2.5,300,32,38273
007904,088,11,01,2,1,1,42,5,1,4,6,1,1,2,2,2,1,56,2,2,7,2,4,5,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,4,3,2,6,99,1,1,1,1,1,0,3,5,3,2017-2018,1,.16666667,300,56,13245
007904,104,11,03,2,2,1,39,6,1,1,99,2,1,99,1,2,1,44,2,2,6,2,2,6,2,1,1,1,0,1,0,0,0,2,2,2,2,2,1,1,5,1,7,4,2,1,1,1,1,1,1,1,5,6,3,2017-2018,0,8,250,44,40692
007904,136,11,02,2,1,1,38,6,1,1,99,2,2,99,1,2,1,43,2,2,6,2,4,5,2,1,1,2,0,1,0,0,0,2,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,5,3,2017-2018,1,5,800,43,14410
007904,136,11,04,2,2,1,25,1,1,4,6,1,1,1,5,2,1,60,2,2,1,2,4,7,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,5,3,2017-2018,0,5,800,60,40330
007905,039,11,01,2,2,1,34,1,1,4,6,2,1,2,2,2,1,48,2,2,6,1,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,0,2,5,3,2017-2018,0,10,380,48,598
007906,007,11,01,2,1,1,45,1,2,2,99,2,2,99,1,2,1,5,1,1,6,2,4,4,2,2,1,1,1,0,0,0,0,2,2,2,2,1,1,7,6,4,5,3,2,2,4,99,5,1,1,0,3,5,3,2017-2018,1,4,350,5,1574.0541
007906,025,11,01,2,1,1,36,1,1,2,99,2,2,99,1,2,1,40,1,2,6,2,4,6,2,2,1,1,0,0,1,0,0,2,2,2,2,2,1,1,5,1,4,2,2,2,4,99,5,1,1,1,2,4,3,2017-2018,1,10,450,40,17823
007906,043,11,01,2,2,2,53,6,1,4,6,1,1,2,4,2,1,48,2,2,6,2,4,5,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,4,1,0,2,2,4,99,3,2,1,0,2,2,3,2017-2018,0,1,300,48,10608
007906,043,11,02,2,2,1,22,6,1,3,6,1,1,1,5,2,1,48,2,1,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,4,1,0,2,2,4,99,3,2,1,0,2,2,3,2017-2018,0,2.0833333,300,48,18416
007906,061,11,01,2,2,1,59,2,1,3,6,1,1,2,4,2,1,60,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,7,5,2,1,1,1,4,1,1,1,4,5,3,2017-2018,0,3,1000,60,37390
007906,061,11,02,2,2,2,56,2,1,3,2,99,99,1,5,2,1,36,2,2,1,1,1,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,7,5,2,1,1,1,4,1,1,1,4,5,3,2017-2018,0,10,1000,36,34288
007906,061,11,03,2,2,1,26,6,1,3,6,1,1,2,1,2,1,45,2,2,1,3,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,7,5,2,1,1,1,4,1,1,1,4,5,3,2017-2018,0,3,1000,45,34028
007906,061,11,04,2,1,1,33,5,1,3,6,1,1,2,1,2,1,60,2,2,1,2,4,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,7,5,2,1,1,1,4,1,1,1,4,5,3,2017-2018,1,3,1000,60,28024
007908,009,11,02,2,1,2,50,2,1,1,99,2,1,99,1,2,1,80,2,2,6,3,4,5,2,2,1,1,1,0,1,0,0,2,2,2,2,1,1,1,3,1,5,3,3,1,1,1,1,1,1,1,4,7,3,2017-2018,1,35,300,80,40455
007908,067,11,01,2,2,1,66,2,1,4,2,99,99,2,5,2,1,36,2,2,2,1,2,5,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,3,1,1,1,1,1,1,1,7,7,3,2017-2018,0,10,340,36,27231
007908,067,11,06,2,2,1,27,2,1,3,6,1,1,2,1,2,1,54,2,2,6,3,4,7,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,3,1,1,1,1,1,1,1,7,7,3,2017-2018,0,3,340,54,15693
007909,107,11,01,2,2,1,53,2,1,4,6,1,1,2,1,2,1,44,2,2,8,3,1,3,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,2,1,4,3,3,1,1,1,1,1,1,0,2,3,3,2017-2018,0,.16666667,200,44,20659
007909,138,11,01,2,2,1,54,2,1,4,2,99,99,2,5,2,1,43,2,2,2,3,2,5,2,2,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,23,150,43,15237
007909,138,11,02,2,1,2,46,2,1,4,5,1,1,2,3,2,1,42,2,2,2,3,2,3,2,2,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,1,.75,150,42,11072
007910,014,11,02,2,2,2,40,1,1,4,2,99,99,2,5,2,1,40,2,2,1,2,1,4,2,1,1,1,1,0,1,0,0,1,2,2,2,2,1,1,1,1,4,3,3,1,1,1,1,1,1,1,5,6,3,2017-2018,0,4,1000,40,11184
007910,014,11,04,2,2,1,21,6,1,1,99,1,1,99,1,2,1,48,2,2,1,2,4,7,2,1,1,2,0,0,0,0,1,2,2,2,2,2,1,1,1,1,4,3,3,1,1,1,1,1,1,1,5,6,3,2017-2018,0,1,1000,48,17943
007910,049,11,05,2,2,2,31,5,1,3,6,1,1,2,5,2,1,44,2,2,6,2,4,9,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,1,4,2,3,2,1,1,1,1,1,0,3,6,3,2017-2018,0,3,500,44,23329
007910,066,11,01,2,2,1,55,2,1,3,6,1,1,1,1,1,1,66,2,2,3,1,6,7,2,1,2,1,1,0,0,0,0,1,2,2,2,2,1,1,5,4,10,7,2,1,1,1,1,1,1,1,2,3,3,2017-2018,0,25,1600,66,93447
007910,117,11,02,2,1,1,55,2,1,4,6,1,1,7,4,2,1,49,2,2,1,1,1,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,2,1,1,99,1,1,1,1,1,1,3,10,2,2017-2018,1,5,350,49,51488
007910,151,11,03,2,1,2,31,6,1,3,6,1,1,2,1,2,1,40,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,3,1,1,1,1,1,1,0,2,4,3,2017-2018,1,4,500,40,20992
007917,032,11,01,2,2,1,81,2,1,2,99,2,2,99,1,2,1,25,2,2,6,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,1,2,3,2017-2018,0,5,500,25,11483
007924,057,11,02,2,2,1,20,6,1,3,6,1,1,2,5,2,1,46,2,1,1,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,5,2,1,1,1,1,1,1,0,2,3,3,2017-2018,0,1,500,46,15843
007924,146,12,04,2,1,1,20,6,1,3,6,1,1,7,1,2,1,46,2,2,6,3,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,6,3,2,1,1,1,1,1,1,0,6,7,3,2017-2018,1,2,500,46,16814
007924,146,12,05,2,1,2,40,1,1,2,99,2,2,99,1,2,1,72,2,2,8,3,4,6,2,2,1,2,0,0,0,0,1,2,2,2,2,2,1,1,5,1,6,3,2,1,1,1,1,1,1,0,6,7,3,2017-2018,1,1.25,500,72,17644
007924,146,22,01,2,2,2,36,1,1,4,2,99,99,1,5,1,2,40,1,,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,,,,,,,2,1,1,1,1,2,1,0,2,7,2,2017-2018,0,15,100,46,30718
007924,146,22,02,2,2,1,42,1,1,3,6,1,1,1,1,2,1,46,2,2,6,2,4,8,2,2,1,2,1,0,0,0,0,1,2,2,2,2,,,,,,,2,1,1,1,1,2,1,0,2,7,2,2017-2018,0,12,100,46,20907
007925,099,11,02,2,1,2,60,1,1,2,99,2,2,99,1,1,1,74,2,2,6,3,4,4,2,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,5,4,5,3,3,1,1,1,1,1,1,1,3,5,3,2017-2018,1,7,400,74,4886
007925,118,11,01,2,2,1,43,1,1,3,5,1,1,2,3,2,1,72,2,2,6,2,4,9,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,0,2,3,3,2017-2018,0,2,300,72,19863
007925,155,11,01,2,1,1,44,1,1,2,99,2,2,99,1,2,1,66,2,2,6,3,4,7,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,1,4,3,2,1,99,1,1,1,1,1,1,2,4,3,2017-2018,1,10,500,66,29414
007925,155,11,02,2,1,2,35,1,1,1,99,2,2,99,1,2,1,56,2,2,3,1,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,1,4,3,2,1,99,1,1,1,1,1,1,2,4,3,2017-2018,1,1,500,56,32526
007926,045,11,01,2,2,1,41,2,1,2,99,2,2,99,1,2,1,92,2,2,6,2,1,6,2,1,1,1,1,0,0,0,0,2,2,2,2,2,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2017-2018,0,3,200,92,105413
007926,079,11,01,2,2,2,39,2,1,4,6,1,1,2,4,2,1,54,2,2,6,2,4,3,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,7,6,4,4,3,3,1,1,1,1,1,1,0,2,6,3,2017-2018,0,5,500,54,13549
007928,016,11,03,2,2,2,34,1,1,3,6,1,1,2,1,2,1,48,2,2,6,3,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,0,5,10,2,2017-2018,0,2.8333333,670,48,20121
007928,016,11,07,2,2,1,32,1,1,4,5,1,1,2,3,2,1,45,2,2,1,1,4,7,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,0,5,10,2,2017-2018,0,.25,670,45,19920
007928,067,11,04,2,2,1,37,2,1,4,6,1,1,2,2,2,1,51,2,2,8,3,4,7,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,7,5,3,1,1,1,1,1,1,1,6,12,2,2017-2018,0,2,700,51,16856
007929,094,11,01,2,2,1,62,2,1,4,2,99,99,1,5,2,1,60,2,2,6,2,1,6,2,1,1,1,0,1,0,0,0,2,1,2,2,2,1,1,3,1,10,8,2,1,1,1,1,1,1,1,6,11,3,2017-2018,0,32,800,60,22076
007929,147,11,01,2,2,1,61,1,1,4,6,1,1,1,5,2,1,48,2,2,7,2,4,6,2,1,1,1,0,0,0,0,1,2,1,2,2,2,1,1,3,1,6,4,3,1,1,1,1,1,1,1,5,11,3,2017-2018,0,35,590,48,74774
007929,147,11,03,2,1,2,35,1,1,4,6,1,1,2,3,2,1,36,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,4,3,1,1,1,1,1,1,1,5,11,3,2017-2018,1,5,590,36,53743
007929,147,11,04,2,1,1,38,1,1,4,6,1,1,2,3,2,1,66,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,4,3,1,1,1,1,1,1,1,5,11,3,2017-2018,1,5,590,66,28239
007929,147,11,07,2,2,1,38,1,1,1,99,1,1,99,1,2,1,65,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,2,2,2,2,2,1,1,3,1,6,4,3,1,1,1,1,1,1,1,5,11,3,2017-2018,0,7,590,65,23860
007932,017,11,02,2,2,1,47,3,1,3,6,1,1,2,3,1,1,51,1,,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,0,1,2,3,3,2017-2018,0,10,600,51,41111
007932,070,11,01,2,2,1,62,1,1,3,2,99,99,1,5,2,1,35,,2,6,3,4,10,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,7,5,4,2,1,2,1,1,1,1,1,1,0,1,4,2,2017-2018,0,15,200,35,18193
007932,124,11,01,2,2,2,59,3,1,3,2,99,99,1,5,2,1,44,2,2,5,2,1,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,4,5,3,2017-2018,0,9,250,44,39280
007932,124,11,02,2,2,1,21,6,1,3,6,1,1,2,5,2,1,48,2,2,6,2,4,9,1,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,4,5,3,2017-2018,0,2,250,48,17726
007932,124,11,04,2,2,2,24,5,1,3,6,1,1,2,4,2,1,35,2,2,6,2,4,9,1,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,4,5,3,2017-2018,0,.16666667,250,35,10168
007932,159,22,01,2,2,2,24,2,1,3,6,1,1,1,5,2,1,66,2,2,6,2,4,7,2,1,1,1,0,0,0,0,1,1,2,2,2,2,,,,,,,6,99,1,1,1,2,1,0,2,3,3,2017-2018,0,3,300,66,18013
007932,159,22,02,2,2,1,24,2,1,4,6,1,1,1,5,2,1,66,2,2,6,2,4,6,2,1,2,1,0,0,0,1,0,1,2,2,2,2,,,,,,,6,99,1,1,1,2,1,0,2,3,3,2017-2018,0,5,300,66,15011
007933,031,12,01,2,2,1,58,1,1,4,6,1,1,1,4,2,1,66,1,,6,2,4,6,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,15,500,66,34747
007933,031,22,01,2,2,1,24,1,1,4,6,1,1,1,4,2,1,66,2,2,5,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,,,,,,,6,99,1,1,1,1,1,1,1,3,3,2017-2018,0,5,300,66,30080
007935,002,11,01,2,2,2,64,5,1,2,99,2,2,99,1,2,1,65,2,2,5,2,4,6,2,2,1,1,0,0,0,0,1,2,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,1,1,3,2017-2018,0,12.666667,300,65,17760
007935,019,11,01,2,2,1,68,1,1,2,99,1,1,99,1,2,1,55,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,2,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,45,1200,55,30020
007935,052,11,02,2,1,1,25,1,1,4,6,2,1,2,3,1,1,68,2,2,6,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,7,5,4,3,2,3,1,1,1,1,1,1,0,2,4,3,2017-2018,1,2,400,68,19964
007935,084,11,01,2,2,1,55,1,2,3,2,99,99,1,5,2,2,30,1,2,6,2,4,11,2,1,1,1,1,1,0,1,0,1,2,2,2,2,1,1,5,1,7,3,3,1,1,1,1,2,1,1,3,4,3,2017-2018,0,26,1500,0,36933
007935,084,11,02,2,2,2,48,1,2,3,2,99,99,2,5,2,2,48,1,,5,2,4,7,2,1,1,1,1,1,1,0,0,1,2,2,2,2,1,1,5,1,7,3,3,1,1,1,1,2,1,1,3,4,3,2017-2018,0,2,1500,0,17416
007936,012,11,02,2,2,2,48,1,1,3,6,2,2,2,2,2,1,68,2,1,5,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,2,2,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,17,1000,68,11874
007936,102,11,01,2,2,1,49,2,1,1,99,2,2,99,1,2,1,60,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,2,2,2,2,2,1,1,5,1,6,4,2,2,1,1,1,1,1,0,4,5,3,2017-2018,0,25,800,60,13096
007936,102,11,02,2,1,2,53,2,1,6,99,99,99,7,1,2,1,21,2,2,5,2,4,6,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,6,4,2,2,1,1,1,1,1,0,4,5,3,2017-2018,1,20,800,21,12545
007953,005,11,01,2,2,1,58,1,1,3,2,99,99,1,5,2,1,45,2,2,1,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,26,300,45,21185
007953,005,11,03,2,1,2,21,6,1,3,6,1,1,2,3,2,1,40,2,2,6,2,4,8,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,1,.16666667,300,40,13185.454
007953,037,11,01,2,1,1,37,1,1,3,6,1,1,1,5,2,1,72,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,3,2,2,1,1,1,1,1,1,1,3,5,3,2017-2018,1,4,500,72,25256
007953,087,11,01,2,2,1,46,2,1,3,6,1,1,1,5,2,1,48,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,1,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,10,800,48,41939
007953,105,12,02,2,2,2,35,6,1,3,6,1,1,2,5,1,1,84,2,2,6,2,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,4,6,5,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,2,800,84,114664
007953,105,22,01,2,2,1,56,1,1,4,6,1,1,2,5,2,1,50,2,2,1,2,1,7,2,1,2,2,1,0,0,0,0,1,2,2,2,2,,,,,,,6,99,1,1,1,1,0,1,3,6,3,2017-2018,0,2,300,50,15962
007953,105,22,05,2,1,1,41,1,1,3,6,1,2,1,5,2,1,48,2,2,6,2,4,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,,,,,,,6,99,1,1,1,1,0,1,3,6,3,2017-2018,1,6,300,48,30982
007955,024,11,02,2,2,2,42,1,1,6,99,99,99,7,1,2,1,60,2,2,7,2,4,4,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,5,4,3,3,4,99,7,1,1,0,6,8,3,2017-2018,0,10,250,60,18926
007956,005,12,02,2,2,2,59,1,1,6,99,99,99,7,1,2,1,54,2,2,7,2,1,3,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,2,0,0,3,6,3,2017-2018,0,20,600,54,15154
007956,005,22,01,2,1,1,36,1,1,6,99,99,99,7,1,2,1,63,2,2,4,2,4,5,2,1,1,2,1,0,0,0,0,1,2,2,2,2,,,,,,,6,99,1,1,1,1,1,0,1,4,3,2017-2018,1,3,200,63,18468
007956,049,11,03,2,2,1,26,1,1,3,6,1,1,2,5,2,1,44,2,2,6,2,4,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,2,5,3,2017-2018,0,2,400,44,33119
007957,012,11,01,2,1,2,39,6,1,3,6,1,1,2,5,1,1,69,2,1,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,3,1,6,4,6,99,1,1,1,1,1,1,3,3,3,2017-2018,1,3,700,69,42018.5
007957,063,11,01,2,2,1,47,2,1,3,6,1,1,2,1,2,1,30,1,2,1,2,4,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,2,3,3,2017-2018,0,20,300,30,16793
007957,063,11,02,2,2,2,48,2,1,1,99,1,1,99,1,2,1,40,2,2,1,2,4,9,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,2,3,3,2017-2018,0,10,300,40,179430
007957,147,11,01,2,2,1,45,1,1,3,6,1,1,2,2,2,1,45,2,1,6,2,4,7,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,1,99,1,1,1,1,1,1,2,5,3,2017-2018,0,15,500,45,22950
007958,045,11,02,2,2,1,44,1,1,3,5,1,1,2,4,2,1,70,2,1,6,2,4,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,4,3,2,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,.33333334,100,70,15607
007958,086,11,03,2,1,1,30,6,1,2,99,2,2,99,1,1,1,32,2,2,8,3,4,6,2,2,1,2,0,0,0,0,1,2,2,2,2,1,1,7,5,4,4,3,3,2,1,1,1,1,1,1,5,5,3,2017-2018,1,4,300,32,37243
007958,086,11,05,2,1,1,24,6,1,2,99,2,2,99,1,2,1,16,1,1,1,1,4,6,2,1,2,2,0,0,0,0,1,2,2,2,2,1,1,7,5,4,4,3,3,2,1,1,1,1,1,1,5,5,3,2017-2018,1,1.5,300,16,14316
007958,114,11,01,2,2,1,46,1,1,3,6,1,1,2,2,2,1,40,2,2,5,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,1,2,1,1,1,1,1,1,0,1,4,3,2017-2018,0,3,500,40,43560
007960,034,11,01,2,2,1,52,1,2,3,2,99,99,1,5,2,2,35,1,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,0,3,4,3,2017-2018,0,18,400,0,16182
007960,034,11,02,2,2,2,47,1,2,3,2,99,99,1,5,1,2,24,2,2,6,1,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,0,3,4,3,2017-2018,0,18,400,25,40555
007960,046,11,05,2,2,2,32,2,2,3,6,1,1,2,2,2,2,40,2,2,6,2,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,5,4,2,1,1,1,1,1,1,1,4,6,3,2017-2018,0,8,1500,0,20184
007960,068,11,01,2,1,1,61,2,1,4,6,2,1,2,1,2,1,60,2,2,6,3,4,6,2,2,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,4,4,2,2,1,1,1,1,1,1,1,4,4,3,2017-2018,1,10,150,60,22400
007960,102,11,01,2,2,1,40,1,1,3,6,1,1,2,1,2,1,48,2,2,6,1,4,7,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,2,2,1,1,1,1,2,1,0,2,4,3,2017-2018,0,7,400,48,41683
007960,102,11,02,2,2,2,35,1,2,2,99,2,2,99,1,2,1,30,2,1,1,1,1,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,2,2,1,1,1,1,2,1,0,2,4,3,2017-2018,0,1,400,30,2425
