conglome,vivienda,hogar,codperso,ocupinf_t1,ocupinf_t2,sexo,edad,estadocivil,tuvotrabajo,categoria_trabajador,trabajopara,registrosunat,cuentassunat,tipocontrato,numpersonastrabajo,tuvootrotrabajo,normtrabaja,horas_normtrabaja,disponiblehorastrabajar,deseaotrotrabajo,antepasadosconsidera,perteneceindig,lenguamaterna,niveleduc,asiste_educ,usointernet,viviadistrito,padece_enfer,sintoma_malestar,enfermedad,recaida,accidente,notuvoenf,essalud,seguroprivado,eps,seguroffaa,sis,tipovivienda,materialparedes,materialpisos,materialtechos,habitaciones,habitacionesdormir,vivienda_status,viviendatitulo,agua_procedencia,agua_potable,conexionsshh,electricidad,celular,internet,personas_ingresos,personas_hogar,pobreza,periodo,status_inf,tiempotrabajo,alquiler,horastotales_sempasada,ingtrabw
007759,120,11,02,2,2,1,27,6,1,3,6,1,1,1,4,2,1,40,2,2,6,2,4,11,2,1,1,2,0,0,0,0,1,2,1,2,2,2,2,1,3,1,4,3,4,2,1,1,1,1,1,1,3,4,3,2017-2018,0,3,1550,40,30405
007763,035,11,01,2,2,1,73,2,1,2,99,2,1,99,1,2,1,30,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,4,3,2,1,1,1,1,1,1,1,5,5,3,2017-2018,0,20,3000,30,97237
007765,084,11,02,2,2,2,52,2,1,3,6,1,1,1,1,2,2,35,2,2,6,3,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,9,6,2,1,1,1,1,1,1,1,6,8,3,2017-2018,0,1,3000,38,20903
007765,084,11,04,2,1,1,19,6,1,4,6,1,1,7,1,2,2,6,1,1,6,2,4,6,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,1,1,9,6,2,1,1,1,1,1,1,1,6,8,3,2017-2018,1,.083333336,3000,3,7351
007770,014,11,01,2,2,2,40,5,1,3,2,99,99,1,5,2,1,40,2,2,4,2,4,8,2,1,2,2,0,1,0,0,0,1,2,2,2,2,2,1,1,1,3,2,1,99,1,1,1,1,1,1,2,4,3,2017-2018,0,3.75,800,40,18302
007770,026,11,01,2,2,2,47,5,1,3,6,2,1,2,2,2,1,45,2,2,1,1,4,6,2,1,1,1,1,1,0,0,0,1,2,2,2,2,2,1,1,1,3,2,2,1,1,1,1,1,1,0,2,3,3,2017-2018,0,.083333336,1050,45,16811
007777,007,11,01,2,2,1,26,6,1,3,6,1,1,1,2,2,1,40,2,1,7,1,4,10,2,1,2,2,0,0,0,0,1,1,2,1,2,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,2,1700,40,77093
007777,045,11,01,2,2,1,33,2,1,3,6,1,1,2,4,2,1,40,2,2,1,1,4,11,2,1,1,1,0,0,0,0,1,1,2,2,2,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,3,3000,40,62864
007777,199,11,01,2,2,2,53,5,2,3,2,99,99,2,5,1,2,45,2,2,6,2,4,11,2,1,1,1,0,0,0,0,1,1,2,2,2,2,2,1,3,1,4,3,2,1,1,1,1,1,1,1,1,3,3,2017-2018,0,18,800,10,93729
007778,010,11,01,2,2,1,63,2,1,1,99,1,1,99,1,2,1,66,2,2,6,1,4,5,2,2,1,1,1,0,0,0,0,1,2,2,2,2,2,1,3,1,5,4,4,1,1,1,1,1,1,0,3,3,3,2017-2018,0,2,3500,66,44972
007778,010,11,02,2,2,2,57,2,1,1,99,1,1,99,1,2,1,66,2,2,1,1,4,6,2,1,1,1,0,0,1,0,0,1,2,2,2,2,2,1,3,1,5,4,4,1,1,1,1,1,1,0,3,3,3,2017-2018,0,9,3500,66,42541
007781,068,11,01,2,2,1,67,2,1,3,2,99,99,1,5,1,1,59,2,2,5,2,4,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,4,4,3,2017-2018,0,20,0,59,91533
007781,068,11,02,2,2,2,57,2,1,3,6,1,1,5,2,2,1,30,2,2,6,2,4,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,4,4,3,2017-2018,0,10,0,30,23924
007781,068,11,04,2,2,1,28,6,1,2,99,2,2,99,1,2,1,44,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,4,4,3,2017-2018,0,1,0,44,75959
007781,134,11,02,2,2,2,40,2,1,2,99,1,2,99,1,2,1,35,2,2,4,2,4,6,2,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,4,1,7,2,1,99,1,1,1,1,1,1,4,4,3,2017-2018,0,5,0,35,1551
007783,074,11,01,2,1,1,37,1,1,3,6,1,1,1,4,2,1,48,2,2,5,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,4,6,99,1,1,1,1,1,0,2,2,3,2017-2018,1,10,1000,48,42165
007783,089,11,02,2,2,2,55,2,1,3,2,99,99,1,5,2,1,36,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,1,1,1,3,6,3,2017-2018,0,25,1500,36,61070
007785,045,11,02,2,2,2,26,1,1,3,6,1,1,2,5,2,2,60,2,2,6,2,4,10,2,1,2,2,0,1,0,0,0,1,2,2,2,2,1,1,1,1,8,5,6,99,1,1,1,1,1,1,2,2,3,2017-2018,0,1.5,0,48,15013
007785,058,11,02,2,2,2,46,2,1,3,2,99,99,2,5,2,2,30,2,2,6,2,4,10,2,1,1,1,1,1,0,0,0,1,2,2,2,2,2,1,1,1,4,3,6,99,1,1,1,1,1,1,3,4,3,2017-2018,0,2,670,34,21318
007787,006,11,01,2,2,1,60,2,1,3,5,1,1,2,4,1,1,58,2,2,6,2,4,11,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,3,5,3,2017-2018,0,.5,2500,58,63516
007790,028,11,01,2,1,1,51,2,1,2,99,2,2,99,1,2,1,60,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,5,4,5,4,3,2,1,1,1,1,1,0,0,5,6,3,2017-2018,1,5,800,60,41162
007790,028,11,02,2,2,2,55,2,1,3,6,2,1,2,1,2,1,70,2,2,6,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,5,4,5,4,3,2,1,1,1,1,1,0,0,5,6,3,2017-2018,0,.5,800,70,11931
007790,041,11,01,2,2,1,61,1,1,3,5,1,1,2,4,2,1,60,2,2,6,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,4,3,4,5,2,1,2,1,2,1,2,1,1,0,2,3,3,2017-2018,0,6,300,60,11874
007790,068,11,02,2,1,2,50,6,1,3,6,2,1,2,1,2,1,48,2,2,6,2,4,6,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,1,3,1,3,2,2,1,1,1,1,1,1,0,2,3,3,2017-2018,1,.5,800,48,14317
007793,026,11,01,2,2,1,71,2,1,2,99,1,1,99,1,2,1,46,2,2,7,2,4,9,2,1,1,1,0,0,0,0,1,1,1,2,2,2,1,1,1,1,4,3,2,1,1,1,1,1,1,0,2,2,3,2017-2018,0,50,1600,46,17979
007793,041,11,01,2,2,1,52,1,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,11,2,1,1,2,0,0,0,0,1,1,2,1,2,2,1,1,1,1,6,4,1,99,1,1,1,1,1,1,2,4,3,2017-2018,0,21,1800,40,150132
007793,041,11,03,2,2,2,21,6,1,3,6,1,1,2,5,2,1,19,2,1,6,2,4,9,1,1,1,1,0,0,0,0,1,2,1,2,2,2,1,1,1,1,6,4,1,99,1,1,1,1,1,1,2,4,3,2017-2018,0,2,1800,19,9629
007793,087,11,01,2,2,2,62,1,1,3,6,1,1,1,5,2,1,40,2,2,6,2,4,9,2,1,1,1,0,0,1,0,0,1,1,1,2,2,2,1,1,1,4,2,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,37,1800,40,99678
007793,087,11,02,2,2,1,53,1,1,2,99,2,1,99,1,2,1,52,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,2,1,2,2,2,2,1,1,1,4,2,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,7,1800,52,27089
007793,131,11,02,2,2,1,32,6,1,3,2,99,99,2,5,2,1,40,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,1,2,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,1.8333334,1800,40,34964
007793,131,11,03,2,2,1,24,6,1,3,6,1,1,1,5,2,2,40,2,2,6,2,4,10,2,1,1,1,0,0,1,0,0,1,2,1,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,.41666666,1800,45,41951
007795,002,11,01,2,2,1,73,6,1,3,6,1,1,1,1,2,1,15,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,3,1,1,1,1,99,1,1,1,1,1,1,1,1,3,2017-2018,0,15,200,15,17931
007795,114,11,03,2,1,2,41,5,1,4,6,2,1,2,1,2,1,24,2,2,5,2,4,5,2,2,2,1,1,0,0,0,0,1,2,2,2,2,2,1,3,1,3,2,6,99,1,1,1,1,1,0,2,5,3,2017-2018,1,3,400,24,7804
007801,013,11,02,2,2,2,43,1,1,1,99,2,2,99,1,2,1,98,2,2,6,3,4,5,2,2,1,1,1,1,1,0,0,2,2,2,2,1,4,1,5,4,2,1,1,99,2,1,2,1,1,0,2,4,3,2017-2018,0,3,300,98,21466
007801,114,11,02,2,2,1,29,6,1,3,6,1,1,2,2,2,1,60,2,2,6,3,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,3,1,2,1,2,2,1,1,1,2,1,1,2,2,3,2017-2018,0,1,400,60,14177
007804,160,11,01,2,2,1,54,2,1,3,2,99,99,1,5,1,1,70,2,1,6,2,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,3,5,1,3,2,6,99,1,1,1,1,1,1,2,4,3,2017-2018,0,29,120,70,88845
007806,085,11,01,2,2,1,40,1,1,3,2,99,99,2,5,2,1,45,2,2,6,2,4,10,2,2,1,2,0,0,0,0,1,1,2,2,2,2,2,1,2,1,3,2,1,99,1,1,1,1,1,0,1,4,3,2017-2018,0,1,350,45,18958
007806,207,11,02,2,2,2,24,1,1,3,5,1,1,2,3,2,1,48,2,2,6,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,4,1,5,2,3,2,2,2,1,1,1,1,1,0,2,4,3,2017-2018,0,1.5833334,500,48,13766
007809,118,11,01,2,2,1,52,1,1,3,6,1,1,2,3,2,1,57,2,2,6,2,4,5,2,2,1,2,1,0,0,0,0,1,2,2,2,2,3,1,5,1,1,0,1,99,1,1,1,2,1,0,3,4,3,2017-2018,0,9,250,57,22798
007809,118,11,03,2,2,1,23,6,1,3,6,1,1,2,2,2,1,35,2,2,6,2,4,6,1,1,1,2,1,0,0,0,0,1,2,2,2,2,3,1,5,1,1,0,1,99,1,1,1,2,1,0,3,4,3,2017-2018,0,.083333336,250,35,14456
007809,290,11,01,2,1,1,68,2,1,2,99,2,1,99,1,2,1,76,2,2,7,2,4,4,2,2,1,1,0,0,1,0,0,2,2,1,2,2,2,1,5,1,3,2,2,1,1,1,1,1,1,1,3,6,2,2017-2018,1,17,300,76,61461
007812,003,11,03,2,2,2,46,6,1,2,99,2,2,99,1,2,1,98,2,2,6,2,4,7,2,1,1,1,1,0,0,0,0,2,2,2,2,2,1,1,5,4,4,2,6,99,1,1,1,2,1,1,3,6,3,2017-2018,0,4,200,98,37692
007818,044,11,01,2,2,1,35,1,1,4,6,1,1,1,4,2,1,45,2,2,6,2,4,7,2,1,1,2,1,0,0,0,0,1,2,1,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,1,4,7,3,2017-2018,0,3.5,500,45,28290
007818,095,11,02,2,1,1,38,6,1,3,2,99,99,2,5,2,1,72,2,2,6,3,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,1,5,6,3,2017-2018,1,7.1666665,300,72,15166
007819,013,11,02,2,2,1,24,1,1,2,99,2,2,99,1,2,1,56,2,2,8,3,4,6,2,1,2,2,0,1,0,0,0,2,2,2,2,2,2,1,2,1,2,1,6,99,1,1,1,2,1,0,2,2,3,2017-2018,0,1.8333334,500,56,18613
007819,052,11,01,2,2,1,57,2,1,2,99,2,1,99,1,2,1,80,2,2,7,2,4,5,2,1,1,2,1,0,0,0,0,2,2,2,2,2,1,1,5,1,2,1,6,99,1,1,1,1,1,1,1,2,3,2017-2018,0,15,1500,80,26549
007825,019,11,02,2,1,2,29,2,1,2,99,1,1,99,1,2,1,48,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,2,2,2,2,2,1,1,1,1,7,4,2,1,1,1,1,1,1,1,2,6,3,2017-2018,1,3,0,48,95449
007825,059,11,02,2,2,1,36,6,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,11,2,1,1,2,1,0,0,0,0,1,1,2,2,2,2,1,1,1,4,3,1,99,1,1,1,1,1,1,2,2,3,2017-2018,0,4,2580,40,179579
007828,023,11,03,2,1,1,29,2,1,3,6,1,1,2,5,2,1,40,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,2,1,2,2,2,1,1,1,1,6,3,2,1,1,1,1,1,1,1,2,3,3,2017-2018,1,5,2600,40,43321
007830,012,11,03,2,2,1,40,6,1,3,6,1,1,1,4,1,1,59,2,2,5,2,4,10,2,1,1,2,0,0,0,0,1,1,2,1,2,2,2,1,1,1,4,3,2,1,1,1,1,1,1,1,3,3,3,2017-2018,0,4,1500,59,314273
007830,055,11,02,2,2,2,41,2,1,3,6,1,1,1,4,2,1,50,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,1,2,2,1,1,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,20,1000,50,48254
007830,055,11,03,2,2,1,51,2,1,3,1,99,99,1,99,2,2,40,2,2,1,2,4,8,2,1,1,2,0,0,0,0,1,2,2,2,1,2,2,1,1,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,32,1000,43,38790
007830,140,11,02,2,2,1,41,6,1,3,6,1,2,2,1,2,1,40,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,1,1,4,3,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,8,1200,40,14012
007835,117,11,01,2,2,1,63,2,1,2,99,2,2,99,1,2,1,24,1,,6,2,4,10,2,1,1,1,0,0,0,0,1,2,1,2,2,2,1,1,4,1,13,4,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,4,0,24,220932
007835,117,11,02,2,2,2,61,2,1,3,2,99,99,6,5,2,1,45,2,2,6,2,4,11,2,1,1,2,0,1,0,0,0,1,1,2,2,2,1,1,4,1,13,4,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,3.8333333,0,45,170376
007844,050,11,01,2,2,1,32,2,1,3,6,1,1,1,5,1,2,18,1,1,5,2,4,10,1,1,1,1,0,1,0,0,0,1,2,2,2,2,2,1,1,1,3,2,1,99,1,1,1,1,1,1,2,2,3,2017-2018,0,4,1800,13,37547
007844,050,11,02,2,2,2,31,2,1,3,6,1,1,1,2,2,1,40,2,2,5,2,4,10,2,1,1,1,0,0,1,0,0,1,2,2,2,2,2,1,1,1,3,2,1,99,1,1,1,1,1,1,2,2,3,2017-2018,0,3,1800,40,37635
007849,166,11,01,2,2,1,54,6,1,3,6,1,1,1,1,2,1,40,2,2,6,1,4,5,2,1,1,1,0,0,1,0,0,1,2,1,2,2,1,1,5,4,1,0,5,99,1,1,1,2,1,1,1,1,3,2017-2018,0,30,300,40,29776
007853,160,11,01,2,2,1,47,5,1,3,6,1,1,2,5,2,1,45,2,1,7,2,4,9,2,1,2,1,1,0,0,0,0,1,2,1,2,2,2,1,1,1,5,3,1,99,1,1,1,1,1,1,1,3,3,2017-2018,0,1.5,1300,45,107515
007854,014,11,01,2,2,2,46,6,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,11,2,1,1,2,0,1,0,1,0,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,2017-2018,0,8,2200,40,66269
007854,094,11,01,2,2,2,62,6,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,1,2,2,2,2,1,1,1,4,3,2,1,1,1,1,1,1,0,1,1,3,2017-2018,0,30.166666,0,40,37813
007854,114,11,01,2,2,1,49,6,1,3,6,1,1,7,1,2,1,40,2,2,6,2,4,9,2,1,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,4,2,1,99,1,1,1,1,1,1,3,3,3,2017-2018,0,5.4166665,2763,40,12126
007854,114,11,03,2,2,1,31,6,1,3,6,1,1,1,2,2,1,40,1,,6,2,4,11,2,1,2,1,0,0,0,0,1,1,1,2,2,2,2,1,1,1,4,2,1,99,1,1,1,1,1,1,3,3,3,2017-2018,0,2.25,2763,40,60344
007854,174,11,01,2,2,1,55,2,1,3,6,1,1,1,1,1,1,47,2,2,6,1,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,20,0,47,146382
007854,174,11,02,2,2,2,55,2,1,3,6,1,1,1,4,1,1,48,2,2,6,3,4,10,2,1,1,1,1,1,0,0,0,1,1,2,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,25,0,48,193058.8
007854,194,11,01,2,2,2,33,6,1,3,6,1,1,2,5,1,1,47,2,2,6,2,4,11,2,1,2,1,0,0,0,0,1,1,1,2,2,2,2,1,1,1,2,1,1,99,1,1,1,1,1,1,1,1,3,2017-2018,0,.5,4080,47,166955
007855,032,11,01,2,2,2,42,5,1,3,6,1,1,2,5,1,1,55,2,2,6,2,4,11,2,1,1,2,0,0,0,0,1,1,2,1,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,1,2,3,2017-2018,0,3,0,55,218982
007855,111,11,01,2,2,1,58,2,1,3,6,1,1,1,5,1,1,33,2,2,5,2,4,11,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,1,1,1,7,4,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,10,0,33,216547
007855,111,11,02,2,2,2,54,2,1,2,99,2,1,99,1,2,1,30,2,2,5,2,4,10,2,1,1,2,0,0,0,0,1,1,2,1,2,2,1,1,1,1,7,4,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,20,0,30,118474
007855,111,11,05,2,2,2,36,6,1,6,99,99,99,7,1,2,1,44,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,7,4,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,10,0,44,21957
007858,025,11,02,2,2,2,43,2,2,3,6,1,1,1,4,2,2,40,2,2,5,2,4,8,2,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,2,1,4,3,2,3,1,1,1,1,1,1,2,4,3,2017-2018,0,9,1500,0,52726
007858,059,11,01,2,2,1,51,2,1,3,2,99,99,1,5,2,1,36,1,2,6,2,4,11,2,1,1,1,1,0,0,0,0,1,2,2,2,2,2,1,3,1,4,2,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,4,1300,36,90617
007858,111,11,02,2,2,2,33,2,1,2,99,1,1,99,1,2,1,28,2,2,5,2,4,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,10,1800,28,60041
007858,145,11,02,2,2,2,48,4,1,3,6,1,1,1,5,2,1,55,2,2,5,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,12,0,55,57721
007858,145,11,03,2,2,2,23,6,1,3,6,1,1,4,3,2,1,40,2,2,5,2,4,9,1,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,2,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,.083333336,0,40,13716
007863,022,11,01,2,2,1,30,1,1,3,6,1,1,2,5,2,1,47,2,2,6,2,4,10,1,1,2,2,0,1,0,0,0,1,2,1,2,2,2,1,3,1,3,2,1,99,1,1,1,2,1,1,2,3,3,2017-2018,0,1.5,1000,47,108052
007863,022,11,02,2,2,2,27,1,1,3,6,1,1,2,3,2,2,54,2,2,6,2,4,7,1,1,2,1,1,1,0,0,0,1,2,2,2,2,2,1,3,1,3,2,1,99,1,1,1,2,1,1,2,3,3,2017-2018,0,.5,1000,15,57179
007863,045,11,05,2,2,1,65,2,1,3,6,2,1,1,1,1,1,59,2,2,5,2,7,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,1,1,7,6,2,1,1,1,1,1,1,1,4,6,3,2017-2018,0,20,1200,59,39105.285
007863,056,11,01,2,2,1,30,1,1,1,99,1,1,99,1,2,1,40,2,2,6,2,4,9,2,1,1,2,0,1,0,0,0,2,2,2,2,2,2,1,1,1,4,3,2,1,1,1,1,1,1,1,2,3,3,2017-2018,0,5,2000,40,119299
007863,056,11,02,2,2,2,41,1,1,3,6,1,1,1,5,2,1,40,2,1,6,2,4,10,2,1,1,2,0,1,0,0,0,1,2,1,2,2,2,1,1,1,4,3,2,1,1,1,1,1,1,1,2,3,3,2017-2018,0,5,2000,40,107607
007863,102,11,01,2,2,2,52,5,1,1,99,2,1,99,1,2,2,56,2,2,5,2,4,8,2,1,1,1,0,1,0,0,0,1,2,2,2,2,2,1,1,1,3,2,1,99,1,1,1,1,1,0,2,4,3,2017-2018,0,5,1300,29,74084
007863,102,11,02,2,2,2,19,6,1,3,6,1,1,2,3,2,1,48,2,2,6,2,4,7,1,1,1,2,0,0,0,0,1,1,2,2,2,2,2,1,1,1,3,2,1,99,1,1,1,1,1,0,2,4,3,2017-2018,0,3,1300,48,18698
007864,026,11,01,2,2,1,41,1,1,1,99,1,1,99,1,2,1,98,2,2,6,2,4,6,2,1,1,1,0,1,0,0,0,1,1,2,2,2,2,1,1,1,4,1,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,10,1200,98,59649
007864,050,11,01,2,2,1,46,1,1,1,99,1,1,99,1,2,1,44,2,2,6,2,4,11,2,1,1,1,0,0,0,0,1,1,1,2,2,2,2,1,2,1,4,2,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,10,2000,44,71579
007864,050,11,02,2,2,2,32,1,1,3,2,99,99,6,5,2,1,40,2,2,5,2,4,11,1,1,2,2,1,0,0,0,0,1,2,2,2,2,2,1,2,1,4,2,2,1,1,1,1,1,1,1,2,2,3,2017-2018,0,.5,2000,40,60251
007864,074,11,01,2,2,1,47,2,1,1,99,1,1,99,1,2,1,48,2,2,6,2,4,11,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,10,2500,48,83509
007864,074,11,02,2,2,2,48,2,1,3,2,99,99,1,5,2,1,48,2,2,6,2,4,11,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,6,4,2,1,1,1,1,1,1,1,2,4,3,2017-2018,0,14,2500,48,76919
007865,068,11,01,2,2,1,53,6,2,3,2,99,99,1,5,2,2,40,2,2,6,2,4,11,2,1,1,1,1,0,0,0,0,2,1,2,2,2,1,1,1,1,8,4,2,2,1,1,1,1,1,1,2,2,3,2017-2018,0,22,0,0,135848
007865,068,11,03,2,2,2,74,6,1,6,99,99,99,7,1,2,1,48,2,2,6,2,4,4,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,8,4,2,2,1,1,1,1,1,1,2,2,3,2017-2018,0,50,0,48,17746
007865,146,11,01,2,2,1,46,1,1,3,6,1,1,2,5,2,1,50,2,2,6,2,4,10,2,1,1,1,1,0,0,0,0,2,1,2,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,0,4,2000,50,133924
007865,146,11,02,2,1,2,56,1,1,3,6,1,1,2,5,2,1,40,2,2,6,2,4,8,2,1,1,2,0,1,0,0,0,1,1,2,2,2,2,1,1,1,5,3,2,1,1,1,1,1,1,1,3,4,3,2017-2018,1,11,2000,40,22421
007878,217,11,01,2,2,2,45,4,1,3,6,1,1,1,3,2,1,40,2,2,6,2,4,10,2,1,1,2,0,1,0,0,0,1,2,2,2,2,2,1,2,1,4,3,2,1,2,1,1,1,1,1,1,2,3,2017-2018,0,2.5,1000,40,190214
007878,325,11,02,2,2,2,46,6,1,2,99,2,2,99,1,2,1,12,2,2,6,2,4,6,2,1,1,2,0,1,0,0,0,2,2,2,2,2,3,1,3,1,2,1,2,3,1,1,1,2,1,1,1,2,3,2017-2018,0,30,800,12,15874
007881,007,11,01,2,2,1,33,2,1,3,6,2,1,1,2,2,2,46,2,2,8,3,4,11,2,1,2,2,0,0,0,0,1,1,2,2,2,2,2,1,1,1,4,2,1,99,1,1,1,1,1,0,1,3,3,2017-2018,0,1.4166666,1000,48,90455
007881,118,11,02,2,2,2,40,6,1,3,6,1,1,2,5,2,1,40,2,2,5,2,4,7,2,1,2,1,1,0,0,0,0,2,2,1,2,2,2,1,2,1,4,3,1,99,1,1,1,1,1,1,3,5,3,2017-2018,0,6,2200,40,45464
007881,118,11,03,2,2,1,27,6,1,3,6,1,1,1,1,2,2,50,2,1,6,2,4,10,2,1,2,1,0,1,0,0,0,1,1,2,2,2,2,1,2,1,4,3,1,99,1,1,1,1,1,1,3,5,3,2017-2018,0,4,2200,60,106084
007881,118,11,04,2,2,1,25,6,1,3,6,1,1,4,1,2,1,28,2,2,6,1,4,9,1,1,2,2,1,0,0,0,0,1,2,2,2,2,2,1,2,1,4,3,1,99,1,1,1,1,1,1,3,5,3,2017-2018,0,.16666667,2200,28,14504
007881,164,11,03,2,2,1,47,6,1,3,6,1,2,2,1,2,1,48,2,2,8,3,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,4,3,2,1,1,1,1,1,1,1,4,4,3,2017-2018,0,1,1000,48,20175
007881,164,11,04,2,2,2,48,6,1,3,6,1,2,2,1,2,1,48,2,2,8,3,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,2,1,4,3,2,1,1,1,1,1,1,1,4,4,3,2017-2018,0,10,1000,48,35330
007884,012,11,01,2,2,1,42,2,1,3,1,99,99,1,99,2,1,40,2,2,8,3,4,6,2,1,2,2,0,0,0,0,1,2,2,2,1,2,2,1,3,1,4,3,6,99,1,1,1,1,1,1,2,5,3,2017-2018,0,20,1000,40,39302
007884,049,11,01,2,2,1,47,2,1,3,1,99,99,1,99,1,1,52,2,2,1,1,4,6,2,1,1,2,0,0,0,0,1,2,2,2,1,2,2,1,3,1,4,3,6,99,1,1,1,1,1,1,1,5,3,2017-2018,0,26,1000,52,53995
007884,122,11,01,2,2,2,61,5,1,2,99,2,2,99,1,2,1,48,2,2,6,2,4,10,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,1,1,5,4,2,1,1,1,1,1,1,1,7,10,3,2017-2018,0,33,3000,48,13956
007884,122,11,02,2,1,2,26,6,1,3,3,99,99,2,5,2,1,40,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,2,2,1,2,2,1,1,1,1,5,4,2,1,1,1,1,1,1,1,7,10,3,2017-2018,1,.75,3000,40,16103
